Customer ID,SKU,Issue,Failure Component,Claim Date,Resolution,Repair Cost
CUST-95018,SKU-SAM-GS23U-512,Noisy Motor / Bearing Friction,S-Pen Digitizer,2022-12-17,Screen Assembly Swapped,162.87
CUST-75040,SKU-CAN-EOS-R6M2,Screen Flicker / Dead Pixels,DIGIC X Image Processor Board,2023-03-22,Unit Replaced Under Warranty,465.12
CUST-25306,SKU-APP-IP14P-256,Camera Sensor Artifacts,Triple Camera Module,2023-04-04,Unit Replaced Under Warranty,108.78
CUST-87491,SKU-APP-IP14P-256,Wireless Connectivity Loss,A16 Bionic Logic Board,2022-08-06,Claim Rejected - User Damage,234.48
CUST-68370,SKU-LG-OLED65-C3,Battery Drain / Rapid Discharge,Power Supply Unit,2022-11-07,Claim Rejected - User Damage,404.08
CUST-69019,SKU-NIN-SWITCH-OLED,Screen Flicker / Dead Pixels,4310mAh Battery,2022-02-04,Refurbished Board Soldered,45.97
CUST-57182,SKU-NIN-SWITCH-OLED,Thermal Throttling / Overheating,7-inch OLED Display,2022-01-19,Refurbished Board Soldered,66.14
CUST-91383,SKU-DYS-V15-DETECT,Noisy Motor / Bearing Friction,HEPA Filtration Cylinder,2022-10-16,Component Cleaned & Re-calibrated,28.61
CUST-61045,SKU-CAN-EOS-R6M2,Camera Sensor Artifacts,Magnesium Alloy Frame,2022-11-28,Unit Replaced Under Warranty,92.28
CUST-54123,SKU-SON-WH1000-M5,Noisy Motor / Bearing Friction,30-hour Battery,2023-07-17,Refurbished Board Soldered,36.03
CUST-54336,SKU-DYS-V15-DETECT,Wireless Connectivity Loss,7-cell Click-in Battery,2023-02-24,Claim Rejected - User Damage,46.26
CUST-84094,SKU-DEL-XPS15-9530,Battery Drain / Rapid Discharge,NVIDIA RTX 4070 GPU,2022-12-08,Claim Rejected - User Damage,41.75
CUST-71623,SKU-DYS-V15-DETECT,Battery Drain / Rapid Discharge,Laser Slim Fluffy Cleaner Head,2023-04-06,Claim Rejected - User Damage,41.22
CUST-98113,SKU-SAM-GS23U-512,Thermal Throttling / Overheating,200MP Camera Sensor,2023-02-03,Unit Replaced Under Warranty,161.66
CUST-45743,SKU-BOS-WASH-SER8,Physical Port Corruption,Heavy Weight Ballast Block,2023-07-23,Battery Replacement,156.9
CUST-65531,SKU-SAM-GS23U-512,Wireless Connectivity Loss,S-Pen Digitizer,2022-08-29,Battery Replacement,122.93
CUST-67039,SKU-CAN-EOS-R6M2,Battery Drain / Rapid Discharge,Magnesium Alloy Frame,2022-07-11,Claim Rejected - User Damage,420.93
CUST-88651,SKU-DEL-XPS15-9530,Drifting Analog Stick,4K OLED Touch Display,2023-10-19,Screen Assembly Swapped,599.34
CUST-89057,SKU-DEL-XPS15-9530,Camera Sensor Artifacts,NVIDIA RTX 4070 GPU,2022-02-27,Battery Replacement,634.92
CUST-71215,SKU-LG-OLED65-C3,Wireless Connectivity Loss,65-inch Self-lit OLED Panel,2022-08-18,Refurbished Board Soldered,236.84
CUST-47739,SKU-BOS-WASH-SER8,Thermal Throttling / Overheating,AquaStop Safety Valve,2023-05-18,Refurbished Board Soldered,49.1
CUST-99175,SKU-CAN-EOS-R6M2,Water Seal Compromise,24.2MP CMOS Full-Frame Sensor,2023-02-03,Battery Replacement,123.26
CUST-32754,SKU-LG-OLED65-C3,Camera Sensor Artifacts,Magical Remote Sensor,2023-12-05,Battery Replacement,233.54
CUST-89487,SKU-DYS-V15-DETECT,Thermal Throttling / Overheating,Cyclonic Dust Bin,2022-02-06,Refurbished Board Soldered,35.01
CUST-72961,SKU-APP-MBA-M2,Wireless Connectivity Loss,52.6Wh Battery,2023-05-03,Component Cleaned & Re-calibrated,218.51
CUST-16039,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,Magnesium Alloy Frame,2022-02-24,Screen Assembly Swapped,268.43
CUST-50353,SKU-APP-IP14P-256,Screen Flicker / Dead Pixels,Triple Camera Module,2022-08-09,Screen Assembly Swapped,223.36
CUST-33311,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,24.2MP CMOS Full-Frame Sensor,2023-05-07,Screen Assembly Swapped,177.52
CUST-82378,SKU-LG-OLED65-C3,Thermal Throttling / Overheating,Magical Remote Sensor,2023-10-01,Refurbished Board Soldered,149.66
CUST-90058,SKU-APP-IP14P-256,Wireless Connectivity Loss,Lithium-Ion Battery,2023-08-15,Claim Rejected - User Damage,192.98
CUST-49390,SKU-CAN-EOS-R6M2,Screen Flicker / Dead Pixels,24.2MP CMOS Full-Frame Sensor,2023-12-12,Claim Rejected - User Damage,113.84
CUST-81093,SKU-LG-OLED65-C3,Battery Drain / Rapid Discharge,40W 2.2 Ch Speaker Array,2022-03-11,Screen Assembly Swapped,463.98
CUST-56822,SKU-SAM-GS23U-512,Physical Port Corruption,200MP Camera Sensor,2022-04-07,Component Cleaned & Re-calibrated,87.9
CUST-34715,SKU-CAN-EOS-R6M2,Screen Flicker / Dead Pixels,5-axis In-Body Stabilizer,2023-11-01,Battery Replacement,98.85
CUST-66652,SKU-SON-WH1000-M5,Battery Drain / Rapid Discharge,Integrated Microphone Array,2023-09-10,Refurbished Board Soldered,64.03
CUST-48021,SKU-LG-OLED65-C3,Noisy Motor / Bearing Friction,Magical Remote Sensor,2022-08-11,Screen Assembly Swapped,279.26
CUST-98596,SKU-SON-WH1000-M5,Logic Board Power Failure,Integrated Microphone Array,2023-05-09,Claim Rejected - User Damage,39.65
CUST-72133,SKU-DEL-XPS15-9530,Drifting Analog Stick,NVIDIA RTX 4070 GPU,2022-11-04,Component Cleaned & Re-calibrated,269.42
CUST-52533,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,Tegra X1 System Board,2023-07-18,Claim Rejected - User Damage,62.17
CUST-72245,SKU-APP-IP14P-256,Battery Drain / Rapid Discharge,OLED Display Assembly,2022-07-03,Claim Rejected - User Damage,254.91
CUST-62563,SKU-SAM-GS23U-512,Physical Port Corruption,Dynamic AMOLED 2X Screen,2022-07-29,Component Cleaned & Re-calibrated,219.55
CUST-65642,SKU-SAM-GS23U-512,Battery Drain / Rapid Discharge,5000mAh Battery,2022-12-27,Refurbished Board Soldered,72.29
CUST-95804,SKU-NIN-SWITCH-OLED,Water Seal Compromise,Docking Station Mainboard,2022-10-12,Screen Assembly Swapped,75.85
CUST-83184,SKU-DEL-XPS15-9530,Logic Board Power Failure,Carbon Fiber Palmrest,2023-04-23,Claim Rejected - User Damage,116.18
CUST-79009,SKU-NIN-SWITCH-OLED,Water Seal Compromise,4310mAh Battery,2023-06-07,Screen Assembly Swapped,76.9
CUST-67173,SKU-CAN-EOS-R6M2,Water Seal Compromise,5-axis In-Body Stabilizer,2022-06-25,Battery Replacement,460.21
CUST-80565,SKU-NIN-SWITCH-OLED,Drifting Analog Stick,Tegra X1 System Board,2023-05-07,Unit Replaced Under Warranty,40.17
CUST-59728,SKU-LG-OLED65-C3,Screen Flicker / Dead Pixels,Magical Remote Sensor,2022-10-29,Battery Replacement,32.98
CUST-46922,SKU-SAM-GS23U-512,Wireless Connectivity Loss,200MP Camera Sensor,2023-01-26,Component Cleaned & Re-calibrated,99.93
CUST-16579,SKU-APP-MBA-M2,Physical Port Corruption,52.6Wh Battery,2022-03-18,Screen Assembly Swapped,267.99
CUST-11042,SKU-SAM-GS23U-512,Noisy Motor / Bearing Friction,Dynamic AMOLED 2X Screen,2022-09-28,Battery Replacement,43.52
CUST-46677,SKU-NIN-SWITCH-OLED,Water Seal Compromise,7-inch OLED Display,2022-05-18,Battery Replacement,60.11
CUST-67383,SKU-SON-WH1000-M5,Physical Port Corruption,Dual Noise Canceling Chips,2022-07-04,Battery Replacement,42.32
CUST-56871,SKU-BOS-WASH-SER8,Noisy Motor / Bearing Friction,EcoSilence Drive Motor,2023-02-10,Component Cleaned & Re-calibrated,75.4
CUST-18270,SKU-DYS-V15-DETECT,Screen Flicker / Dead Pixels,Hyperdymium Motor,2022-08-03,Component Cleaned & Re-calibrated,62.37
CUST-58415,SKU-APP-MBA-M2,Screen Flicker / Dead Pixels,M2 SoC Logic Board,2022-11-28,Claim Rejected - User Damage,211.57
CUST-16071,SKU-LG-OLED65-C3,Logic Board Power Failure,Power Supply Unit,2022-08-13,Battery Replacement,236.38
CUST-69114,SKU-APP-MBA-M2,Noisy Motor / Bearing Friction,Magic Keyboard,2022-07-15,Component Cleaned & Re-calibrated,58.68
CUST-23586,SKU-DYS-V15-DETECT,Battery Drain / Rapid Discharge,7-cell Click-in Battery,2022-08-27,Unit Replaced Under Warranty,25.69
CUST-73055,SKU-NIN-SWITCH-OLED,Physical Port Corruption,Tegra X1 System Board,2022-08-30,Screen Assembly Swapped,74.2
CUST-47935,SKU-APP-IP14P-256,Battery Drain / Rapid Discharge,Lithium-Ion Battery,2023-11-08,Battery Replacement,256.74
CUST-82299,SKU-CAN-EOS-R6M2,Wireless Connectivity Loss,DIGIC X Image Processor Board,2022-03-20,Screen Assembly Swapped,445.99
CUST-12038,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,DIGIC X Image Processor Board,2023-11-25,Claim Rejected - User Damage,481.3
CUST-45379,SKU-APP-IP14P-256,Screen Flicker / Dead Pixels,Titanium Frame,2023-06-21,Screen Assembly Swapped,125.27
CUST-51037,SKU-CAN-EOS-R6M2,Wireless Connectivity Loss,EVF Display Module,2022-06-25,Battery Replacement,491.01
CUST-46273,SKU-APP-MBA-M2,Logic Board Power Failure,52.6Wh Battery,2023-07-10,Refurbished Board Soldered,288.48
CUST-14265,SKU-NIN-SWITCH-OLED,Screen Flicker / Dead Pixels,7-inch OLED Display,2023-12-30,Component Cleaned & Re-calibrated,75.35
CUST-19181,SKU-DEL-XPS15-9530,Battery Drain / Rapid Discharge,4K OLED Touch Display,2022-11-20,Battery Replacement,498.94
CUST-29805,SKU-APP-MBA-M2,Camera Sensor Artifacts,MagSafe 3 Connector,2023-10-05,Component Cleaned & Re-calibrated,173.35
CUST-74801,SKU-NIN-SWITCH-OLED,Water Seal Compromise,4310mAh Battery,2023-12-21,Screen Assembly Swapped,75.88
CUST-43642,SKU-NIN-SWITCH-OLED,Wireless Connectivity Loss,Docking Station Mainboard,2022-02-20,Unit Replaced Under Warranty,74.99
CUST-11078,SKU-BOS-WASH-SER8,Wireless Connectivity Loss,AquaStop Safety Valve,2022-11-21,Screen Assembly Swapped,132.19
CUST-17457,SKU-DEL-XPS15-9530,Thermal Throttling / Overheating,NVIDIA RTX 4070 GPU,2023-02-15,Refurbished Board Soldered,574.22
CUST-24369,SKU-LG-OLED65-C3,Noisy Motor / Bearing Friction,Magical Remote Sensor,2023-12-10,Claim Rejected - User Damage,246.6
CUST-75404,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,Joy-Con Rail Controls,2023-06-15,Battery Replacement,34.4
CUST-22731,SKU-APP-MBA-M2,Noisy Motor / Bearing Friction,M2 SoC Logic Board,2023-07-26,Component Cleaned & Re-calibrated,326.98
CUST-84386,SKU-LG-OLED65-C3,Camera Sensor Artifacts,65-inch Self-lit OLED Panel,2022-01-22,Component Cleaned & Re-calibrated,444.63
CUST-62624,SKU-NIN-SWITCH-OLED,Camera Sensor Artifacts,Joy-Con Rail Controls,2022-02-13,Unit Replaced Under Warranty,57.84
CUST-47970,SKU-NIN-SWITCH-OLED,Wireless Connectivity Loss,Docking Station Mainboard,2022-02-17,Refurbished Board Soldered,40.5
CUST-44154,SKU-APP-MBA-M2,Noisy Motor / Bearing Friction,52.6Wh Battery,2022-05-21,Claim Rejected - User Damage,252.81
CUST-17941,SKU-SAM-GS23U-512,Physical Port Corruption,S-Pen Digitizer,2022-01-20,Claim Rejected - User Damage,151.68
CUST-97697,SKU-DYS-V15-DETECT,Screen Flicker / Dead Pixels,Hyperdymium Motor,2022-05-07,Refurbished Board Soldered,47.96
CUST-90926,SKU-BOS-WASH-SER8,Thermal Throttling / Overheating,Digital Touch Control Board,2023-06-07,Unit Replaced Under Warranty,82.22
CUST-83851,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,7-inch OLED Display,2022-09-18,Screen Assembly Swapped,28.7
CUST-60089,SKU-BOS-WASH-SER8,Noisy Motor / Bearing Friction,EcoSilence Drive Motor,2022-01-06,Screen Assembly Swapped,126.08
CUST-80107,SKU-BOS-WASH-SER8,Physical Port Corruption,EcoSilence Drive Motor,2022-01-11,Claim Rejected - User Damage,35.01
CUST-30206,SKU-APP-MBA-M2,Logic Board Power Failure,52.6Wh Battery,2023-01-04,Unit Replaced Under Warranty,235.53
CUST-99544,SKU-SON-WH1000-M5,Physical Port Corruption,Integrated Microphone Array,2023-02-25,Unit Replaced Under Warranty,55.23
CUST-52263,SKU-APP-IP14P-256,Noisy Motor / Bearing Friction,A16 Bionic Logic Board,2023-04-16,Battery Replacement,231.04
CUST-69920,SKU-APP-IP14P-256,Physical Port Corruption,Lithium-Ion Battery,2022-01-15,Unit Replaced Under Warranty,46.13
CUST-72030,SKU-DYS-V15-DETECT,Drifting Analog Stick,Hyperdymium Motor,2022-01-06,Battery Replacement,115.81
CUST-57525,SKU-BOS-WASH-SER8,Thermal Throttling / Overheating,AquaStop Safety Valve,2022-10-18,Component Cleaned & Re-calibrated,246.08
CUST-73333,SKU-NIN-SWITCH-OLED,Screen Flicker / Dead Pixels,4310mAh Battery,2023-10-03,Component Cleaned & Re-calibrated,50.25
CUST-22103,SKU-NIN-SWITCH-OLED,Wireless Connectivity Loss,7-inch OLED Display,2023-05-15,Unit Replaced Under Warranty,32.74
CUST-25377,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,DIGIC X Image Processor Board,2022-08-27,Component Cleaned & Re-calibrated,177.39
CUST-24515,SKU-DEL-XPS15-9530,Battery Drain / Rapid Discharge,NVIDIA RTX 4070 GPU,2023-08-30,Claim Rejected - User Damage,530.17
CUST-80088,SKU-DYS-V15-DETECT,Physical Port Corruption,Laser Slim Fluffy Cleaner Head,2023-01-08,Screen Assembly Swapped,87.84
CUST-17128,SKU-SON-WH1000-M5,Wireless Connectivity Loss,Dual Noise Canceling Chips,2022-10-15,Unit Replaced Under Warranty,57.19
CUST-55258,SKU-BOS-WASH-SER8,Screen Flicker / Dead Pixels,Heavy Weight Ballast Block,2023-12-05,Screen Assembly Swapped,199.87
CUST-61259,SKU-CAN-EOS-R6M2,Noisy Motor / Bearing Friction,Magnesium Alloy Frame,2023-12-06,Refurbished Board Soldered,261.85
CUST-31649,SKU-CAN-EOS-R6M2,Drifting Analog Stick,Magnesium Alloy Frame,2022-04-03,Battery Replacement,114.77
CUST-22587,SKU-DYS-V15-DETECT,Thermal Throttling / Overheating,7-cell Click-in Battery,2023-06-29,Battery Replacement,46.83
CUST-96268,SKU-APP-IP14P-256,Drifting Analog Stick,Triple Camera Module,2022-06-02,Battery Replacement,119.07
CUST-95691,SKU-APP-IP14P-256,Wireless Connectivity Loss,Lithium-Ion Battery,2022-06-22,Claim Rejected - User Damage,213.75
CUST-54177,SKU-LG-OLED65-C3,Physical Port Corruption,alpha9 AI Processor Gen6 Board,2022-08-20,Battery Replacement,424.38
CUST-67424,SKU-CAN-EOS-R6M2,Water Seal Compromise,5-axis In-Body Stabilizer,2022-11-22,Battery Replacement,87.73
CUST-85044,SKU-LG-OLED65-C3,Wireless Connectivity Loss,65-inch Self-lit OLED Panel,2023-02-28,Claim Rejected - User Damage,92.19
CUST-17123,SKU-LG-OLED65-C3,Drifting Analog Stick,40W 2.2 Ch Speaker Array,2022-07-17,Unit Replaced Under Warranty,195.89
CUST-28912,SKU-SAM-GS23U-512,Logic Board Power Failure,5000mAh Battery,2023-06-10,Unit Replaced Under Warranty,141.67
CUST-57131,SKU-APP-IP14P-256,Thermal Throttling / Overheating,Triple Camera Module,2022-12-01,Screen Assembly Swapped,254.62
CUST-90285,SKU-APP-IP14P-256,Battery Drain / Rapid Discharge,Triple Camera Module,2023-09-22,Unit Replaced Under Warranty,95.54
CUST-75276,SKU-NIN-SWITCH-OLED,Physical Port Corruption,Docking Station Mainboard,2023-10-28,Screen Assembly Swapped,75.86
CUST-17330,SKU-APP-MBA-M2,Logic Board Power Failure,MagSafe 3 Connector,2022-10-22,Claim Rejected - User Damage,350.59
CUST-77538,SKU-APP-IP14P-256,Wireless Connectivity Loss,Lithium-Ion Battery,2022-11-27,Unit Replaced Under Warranty,167.0
CUST-46261,SKU-DEL-XPS15-9530,Water Seal Compromise,NVIDIA RTX 4070 GPU,2022-01-28,Screen Assembly Swapped,505.36
CUST-64275,SKU-LG-OLED65-C3,Logic Board Power Failure,65-inch Self-lit OLED Panel,2022-11-17,Claim Rejected - User Damage,395.59
CUST-15000,SKU-APP-IP14P-256,Water Seal Compromise,Triple Camera Module,2023-10-06,Claim Rejected - User Damage,155.58
CUST-91765,SKU-LG-OLED65-C3,Water Seal Compromise,40W 2.2 Ch Speaker Array,2022-09-08,Claim Rejected - User Damage,233.35
CUST-93290,SKU-APP-IP14P-256,Noisy Motor / Bearing Friction,A16 Bionic Logic Board,2023-09-18,Unit Replaced Under Warranty,282.09
CUST-26579,SKU-DYS-V15-DETECT,Logic Board Power Failure,Cyclonic Dust Bin,2022-09-27,Battery Replacement,72.46
CUST-65764,SKU-NIN-SWITCH-OLED,Water Seal Compromise,Docking Station Mainboard,2022-06-13,Battery Replacement,75.08
CUST-16260,SKU-DEL-XPS15-9530,Screen Flicker / Dead Pixels,4K OLED Touch Display,2022-01-05,Screen Assembly Swapped,460.37
CUST-52961,SKU-DYS-V15-DETECT,Screen Flicker / Dead Pixels,Hyperdymium Motor,2023-07-13,Component Cleaned & Re-calibrated,118.69
CUST-76577,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,Joy-Con Rail Controls,2022-08-03,Unit Replaced Under Warranty,78.27
CUST-60175,SKU-APP-IP14P-256,Noisy Motor / Bearing Friction,Triple Camera Module,2023-05-12,Screen Assembly Swapped,105.86
CUST-68250,SKU-SAM-GS23U-512,Thermal Throttling / Overheating,200MP Camera Sensor,2022-11-30,Component Cleaned & Re-calibrated,212.39
CUST-28354,SKU-SAM-GS23U-512,Camera Sensor Artifacts,5000mAh Battery,2022-07-08,Screen Assembly Swapped,28.14
CUST-25344,SKU-BOS-WASH-SER8,Screen Flicker / Dead Pixels,AquaStop Safety Valve,2023-01-14,Refurbished Board Soldered,228.93
CUST-67372,SKU-SON-WH1000-M5,Thermal Throttling / Overheating,Soft Fit Leather Earpads,2023-04-25,Refurbished Board Soldered,28.31
CUST-57375,SKU-BOS-WASH-SER8,Physical Port Corruption,Heavy Weight Ballast Block,2022-12-20,Claim Rejected - User Damage,28.06
CUST-79546,SKU-APP-MBA-M2,Water Seal Compromise,Liquid Retina Panel,2023-12-10,Claim Rejected - User Damage,68.93
CUST-47944,SKU-DEL-XPS15-9530,Drifting Analog Stick,Intel i9-13900H Board,2023-01-03,Battery Replacement,500.4
CUST-92830,SKU-APP-MBA-M2,Battery Drain / Rapid Discharge,Liquid Retina Panel,2022-01-04,Claim Rejected - User Damage,204.8
CUST-89129,SKU-APP-IP14P-256,Camera Sensor Artifacts,A16 Bionic Logic Board,2022-12-06,Battery Replacement,137.52
CUST-29057,SKU-SON-WH1000-M5,Thermal Throttling / Overheating,Dual Noise Canceling Chips,2023-02-21,Unit Replaced Under Warranty,53.71
CUST-76968,SKU-LG-OLED65-C3,Water Seal Compromise,Magical Remote Sensor,2022-09-29,Component Cleaned & Re-calibrated,223.5
CUST-98393,SKU-NIN-SWITCH-OLED,Logic Board Power Failure,Docking Station Mainboard,2023-08-04,Battery Replacement,80.2
CUST-16715,SKU-DYS-V15-DETECT,Logic Board Power Failure,Laser Slim Fluffy Cleaner Head,2022-02-19,Component Cleaned & Re-calibrated,62.92
CUST-29491,SKU-DYS-V15-DETECT,Logic Board Power Failure,7-cell Click-in Battery,2022-02-16,Unit Replaced Under Warranty,69.33
CUST-48938,SKU-DEL-XPS15-9530,Logic Board Power Failure,Intel i9-13900H Board,2022-07-30,Unit Replaced Under Warranty,412.19
CUST-19111,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,24.2MP CMOS Full-Frame Sensor,2022-11-17,Claim Rejected - User Damage,297.42
CUST-34863,SKU-CAN-EOS-R6M2,Wireless Connectivity Loss,DIGIC X Image Processor Board,2023-08-16,Unit Replaced Under Warranty,171.17
CUST-35553,SKU-LG-OLED65-C3,Logic Board Power Failure,40W 2.2 Ch Speaker Array,2022-12-25,Unit Replaced Under Warranty,325.35
CUST-46693,SKU-APP-MBA-M2,Camera Sensor Artifacts,52.6Wh Battery,2023-09-03,Claim Rejected - User Damage,380.86
CUST-81178,SKU-DYS-V15-DETECT,Drifting Analog Stick,7-cell Click-in Battery,2023-01-12,Battery Replacement,28.2
CUST-95601,SKU-CAN-EOS-R6M2,Screen Flicker / Dead Pixels,5-axis In-Body Stabilizer,2023-01-26,Refurbished Board Soldered,381.93
CUST-63851,SKU-APP-MBA-M2,Physical Port Corruption,MagSafe 3 Connector,2023-07-18,Component Cleaned & Re-calibrated,236.31
CUST-30401,SKU-SON-WH1000-M5,Battery Drain / Rapid Discharge,Dual Noise Canceling Chips,2022-07-23,Screen Assembly Swapped,25.32
CUST-41367,SKU-SON-WH1000-M5,Logic Board Power Failure,Dual Noise Canceling Chips,2023-06-15,Claim Rejected - User Damage,46.53
CUST-90030,SKU-APP-MBA-M2,Wireless Connectivity Loss,MagSafe 3 Connector,2022-05-29,Battery Replacement,143.4
CUST-50676,SKU-SAM-GS23U-512,Battery Drain / Rapid Discharge,S-Pen Digitizer,2022-01-06,Refurbished Board Soldered,30.8
CUST-71250,SKU-SON-WH1000-M5,Wireless Connectivity Loss,Integrated Microphone Array,2023-03-16,Unit Replaced Under Warranty,46.12
CUST-70831,SKU-APP-IP14P-256,Thermal Throttling / Overheating,Titanium Frame,2022-02-13,Unit Replaced Under Warranty,219.15
CUST-36546,SKU-DYS-V15-DETECT,Drifting Analog Stick,7-cell Click-in Battery,2023-03-05,Component Cleaned & Re-calibrated,121.19
CUST-73639,SKU-LG-OLED65-C3,Battery Drain / Rapid Discharge,Magical Remote Sensor,2022-07-30,Refurbished Board Soldered,455.14
CUST-29298,SKU-SON-WH1000-M5,Battery Drain / Rapid Discharge,Integrated Microphone Array,2023-06-23,Component Cleaned & Re-calibrated,65.02
CUST-89784,SKU-SON-WH1000-M5,Battery Drain / Rapid Discharge,Dual Noise Canceling Chips,2023-04-17,Component Cleaned & Re-calibrated,26.21
CUST-92693,SKU-CAN-EOS-R6M2,Thermal Throttling / Overheating,Magnesium Alloy Frame,2023-04-21,Refurbished Board Soldered,279.49
CUST-28167,SKU-NIN-SWITCH-OLED,Screen Flicker / Dead Pixels,Joy-Con Rail Controls,2023-12-11,Component Cleaned & Re-calibrated,79.41
CUST-96001,SKU-APP-MBA-M2,Water Seal Compromise,M2 SoC Logic Board,2023-11-08,Component Cleaned & Re-calibrated,253.25
CUST-99862,SKU-LG-OLED65-C3,Wireless Connectivity Loss,alpha9 AI Processor Gen6 Board,2023-06-25,Unit Replaced Under Warranty,438.99
CUST-60752,SKU-SAM-GS23U-512,Screen Flicker / Dead Pixels,200MP Camera Sensor,2023-07-12,Unit Replaced Under Warranty,251.44
CUST-78626,SKU-APP-IP14P-256,Wireless Connectivity Loss,Lithium-Ion Battery,2023-06-01,Unit Replaced Under Warranty,204.09
CUST-31421,SKU-APP-MBA-M2,Physical Port Corruption,Liquid Retina Panel,2022-02-18,Component Cleaned & Re-calibrated,138.73
CUST-76005,SKU-DYS-V15-DETECT,Drifting Analog Stick,Laser Slim Fluffy Cleaner Head,2022-09-30,Claim Rejected - User Damage,63.12
CUST-27585,SKU-APP-IP14P-256,Drifting Analog Stick,Titanium Frame,2023-11-25,Battery Replacement,143.24
CUST-69813,SKU-SAM-GS23U-512,Screen Flicker / Dead Pixels,5000mAh Battery,2023-09-18,Claim Rejected - User Damage,170.7
CUST-18164,SKU-CAN-EOS-R6M2,Battery Drain / Rapid Discharge,EVF Display Module,2022-05-07,Screen Assembly Swapped,46.02
CUST-55317,SKU-BOS-WASH-SER8,Noisy Motor / Bearing Friction,VarioDrum Stainless Tub,2022-01-05,Component Cleaned & Re-calibrated,165.24
CUST-45615,SKU-DEL-XPS15-9530,Drifting Analog Stick,4K OLED Touch Display,2023-07-19,Unit Replaced Under Warranty,389.18
CUST-51722,SKU-BOS-WASH-SER8,Logic Board Power Failure,VarioDrum Stainless Tub,2023-03-03,Refurbished Board Soldered,229.32
CUST-17848,SKU-BOS-WASH-SER8,Physical Port Corruption,Digital Touch Control Board,2023-10-12,Claim Rejected - User Damage,55.76
CUST-13873,SKU-SAM-GS23U-512,Logic Board Power Failure,Dynamic AMOLED 2X Screen,2023-11-18,Battery Replacement,263.0
CUST-93881,SKU-LG-OLED65-C3,Wireless Connectivity Loss,Power Supply Unit,2022-02-27,Refurbished Board Soldered,166.84
CUST-93931,SKU-CAN-EOS-R6M2,Physical Port Corruption,Magnesium Alloy Frame,2023-12-02,Claim Rejected - User Damage,179.58
CUST-37741,SKU-APP-IP14P-256,Physical Port Corruption,Triple Camera Module,2023-07-24,Claim Rejected - User Damage,27.27
CUST-41615,SKU-NIN-SWITCH-OLED,Thermal Throttling / Overheating,Docking Station Mainboard,2022-12-09,Claim Rejected - User Damage,66.66
CUST-13030,SKU-NIN-SWITCH-OLED,Thermal Throttling / Overheating,7-inch OLED Display,2023-06-23,Unit Replaced Under Warranty,56.12
CUST-93440,SKU-DEL-XPS15-9530,Camera Sensor Artifacts,Intel i9-13900H Board,2023-05-14,Refurbished Board Soldered,368.23
CUST-31900,SKU-APP-MBA-M2,Physical Port Corruption,Liquid Retina Panel,2022-03-21,Screen Assembly Swapped,128.55
CUST-87883,SKU-APP-MBA-M2,Camera Sensor Artifacts,Magic Keyboard,2022-05-21,Unit Replaced Under Warranty,123.59
CUST-75114,SKU-CAN-EOS-R6M2,Noisy Motor / Bearing Friction,5-axis In-Body Stabilizer,2022-07-21,Screen Assembly Swapped,450.05
CUST-90826,SKU-BOS-WASH-SER8,Physical Port Corruption,VarioDrum Stainless Tub,2022-02-09,Screen Assembly Swapped,104.87
CUST-11839,SKU-NIN-SWITCH-OLED,Wireless Connectivity Loss,4310mAh Battery,2022-02-02,Screen Assembly Swapped,56.14
CUST-11776,SKU-NIN-SWITCH-OLED,Noisy Motor / Bearing Friction,Docking Station Mainboard,2023-02-15,Claim Rejected - User Damage,39.93
CUST-60619,SKU-APP-MBA-M2,Physical Port Corruption,52.6Wh Battery,2022-10-29,Unit Replaced Under Warranty,173.29
CUST-96796,SKU-SAM-GS23U-512,Water Seal Compromise,Dynamic AMOLED 2X Screen,2023-12-16,Component Cleaned & Re-calibrated,141.1
CUST-55036,SKU-DYS-V15-DETECT,Camera Sensor Artifacts,7-cell Click-in Battery,2022-05-09,Claim Rejected - User Damage,56.93
CUST-62677,SKU-DEL-XPS15-9530,Noisy Motor / Bearing Friction,NVIDIA RTX 4070 GPU,2023-07-30,Refurbished Board Soldered,525.54
CUST-70715,SKU-NIN-SWITCH-OLED,Water Seal Compromise,Tegra X1 System Board,2023-08-10,Screen Assembly Swapped,60.82
CUST-66813,SKU-SAM-GS23U-512,Wireless Connectivity Loss,Snapdragon 8 Gen 2 Board,2023-09-23,Unit Replaced Under Warranty,89.84
CUST-31448,SKU-APP-IP14P-256,Camera Sensor Artifacts,Lithium-Ion Battery,2022-04-17,Refurbished Board Soldered,84.88
CUST-38656,SKU-NIN-SWITCH-OLED,Drifting Analog Stick,Tegra X1 System Board,2023-11-19,Unit Replaced Under Warranty,56.72
CUST-89406,SKU-SON-WH1000-M5,Thermal Throttling / Overheating,Integrated Microphone Array,2023-07-04,Screen Assembly Swapped,52.32
